#{"t_start": 1657636542.6587317, "env_id": null}
r,l,t
3,609,436.543823
3,676,436.973064
4,566,437.324676
-4,572,439.086484
2,626,439.483092
3,545,439.830859
1,778,441.73202
-1,822,442.233597
-2,684,442.661783
3,585,444.453993
1,754,444.936255
1,737,445.395261
-5,405,447.013393
1,694,447.452777
-4,498,447.769937
-2,656,449.567204
2,701,450.048903
-1,707,450.479636
-1,829,452.418403
-4,476,452.735406
2,649,453.143392
2,723,453.587197
2,678,455.474773
1,777,456.028501
3,555,456.384223
2,615,458.133143
2,650,458.531471
1,750,459.00037
3,587,460.76915
-3,657,461.175156
-2,644,461.566694
1,766,463.5151
-2,727,464.194705
-2,696,464.575964
1,787,465.001779
-2,759,465.386707
-1,757,465.7802
-1,712,466.149015
-1,802,466.561585
-3,557,466.853277
-1,768,467.26
1,726,467.645224
2,691,468.014693
1,828,468.461101
2,638,468.808439
-4,510,469.069934
1,818,469.492027
4,450,469.7262
1,734,470.102134
2,677,470.451256
3,576,470.749933
2,629,471.074424
-4,643,471.414783
1,752,471.818006
-1,879,472.293937
-2,603,472.619937
1,713,472.996428
4,520,473.263464
3,591,473.563774
2,640,473.892769
3,602,474.209781
-4,478,474.461542
-2,717,474.830952
3,656,475.176787
3,540,475.461885
-2,635,475.801967
-1,732,476.197152
5,406,476.41808
-5,407,476.636715
-3,591,476.953104
2,638,477.283282
2,680,477.627675
1,741,478.004096
1,775,478.403155
4,474,478.648667
2,713,479.028509
1,770,479.440508
2,658,479.793503
-3,642,480.142467
-5,415,480.366495
3,571,480.680494
4,479,480.940469
1,715,481.30647
2,658,481.648501
-1,753,482.036501
2,664,482.386499
-4,609,482.708488
1,703,483.081494
-1,727,483.47247
1,760,483.884493
-2,685,484.259495
-2,601,484.582494
-5,404,484.807549
4,452,485.042504
-1,753,485.430494
-2,636,485.759494
4,480,486.005474
-3,518,486.277494
2,664,486.624497
3,599,486.944506
-1,713,487.320495
1,787,487.746763
-3,591,488.064754
1,719,488.451761
-3,513,488.734763
-2,677,489.091759
3,596,489.400769
2,757,489.788746
2,738,490.168754
-3,687,490.529753
3,606,490.850763
-1,727,491.239738
4,473,491.493726
5,471,491.754753
-1,847,492.213762
5,464,492.465727
1,817,492.902761
1,746,493.288731
1,782,493.692761
4,457,493.928754
2,650,494.266753
-4,509,494.531754
3,561,494.834754
3,590,495.149729
4,529,495.428755
-3,535,495.716754
4,473,495.970769
3,613,496.299726
-2,647,496.651763
5,454,496.893762
-1,760,497.286726
-3,563,497.580726
1,719,498.063463
2,614,500.059582
1,787,500.565896
4,489,500.887584
2,751,502.66895
-1,774,503.154062
-3,587,503.525739
4,473,505.233977
1,703,505.7086
-4,503,506.008653
4,474,506.301383
3,643,508.167153
2,612,508.562273
5,445,508.84811
1,852,510.790822
-2,689,511.251173
-2,610,511.650074
4,496,511.966667
4,464,513.697774
-1,800,514.193563
3,581,514.548816
1,791,516.534297
-1,717,516.990824
4,458,517.270637
-5,420,518.914549
1,734,519.401489
-2,641,519.80999
1,757,521.657137
1,708,522.103774
-2,658,522.511654
-5,389,522.751891
-4,486,524.481706
-4,477,524.78576
1,729,525.232386
4,485,525.531385
4,474,527.237566
-3,599,527.616817
2,674,528.047439
2,697,529.98766
-4,560,530.330678
1,733,530.785726
1,740,532.698027
1,696,533.131678
-3,627,533.512434
3,720,535.358585
4,560,535.711981
-2,709,536.16914
3,552,537.912169
-3,524,538.256696
-2,670,538.677405
-3,603,539.052919
2,651,540.895966
3,580,541.249968
2,657,541.653071
-1,754,543.782381
2,627,544.330551
5,404,544.602137
2,624,546.536203
1,709,547.040071
-1,833,547.565864
2,657,549.531929
2,644,549.984295
-4,504,550.344783
3,546,550.711677
-4,620,552.693073
1,690,553.128356
3,611,553.501341
-1,727,555.368798
3,578,555.736564
5,412,556.000144
-4,464,556.301934
-1,795,558.448037
-3,622,558.949784
2,679,559.484921
-2,672,561.310782
2,658,561.7137
3,567,562.058227
3,567,563.812384
1,748,564.29291
-3,547,564.63859
2,612,566.436743
-1,708,566.899066
3,650,567.302868
5,440,567.579293
-3,523,569.37456
-2,643,569.766432
1,795,570.257815
3,654,572.045846
-4,479,572.414108
3,522,572.749285
-2,647,574.503842
2,673,574.953051
-2,671,575.367943
3,555,575.717752
2,700,577.55427
-3,534,577.882628
-3,662,578.282496
3,603,580.07899
-1,748,580.566113
3,575,580.934215
1,815,582.885325
-2,659,583.299382
-3,562,583.654306
2,630,585.425282
-1,759,585.887735
-3,589,586.251149
1,684,588.116449
2,627,588.519999
3,617,588.919983
-2,705,590.756107
-1,745,591.228189
5,446,591.508932
4,519,591.84236
2,703,593.680254
2,652,594.094862
2,644,594.493045
-1,732,596.511056
1,707,596.964597
-1,740,597.414415
-4,469,599.129583
-2,717,599.582516
-1,699,600.029648
-2,662,601.831384
-2,638,602.224456
-2,685,602.643083
4,566,604.419117
-4,506,604.750902
2,644,605.157646
4,653,606.95735
4,504,607.3089
1,683,607.744204
2,688,608.184336
3,548,609.928392
-1,735,610.383427
-4,481,610.682451
-4,506,612.350315
3,661,612.832739
2,681,613.247905
-1,777,615.215138
-5,393,615.470084
-2,650,615.88645
-1,707,616.335461
1,823,618.524231
4,541,619.010689
4,462,619.395219
3,562,621.313967
3,573,621.680232
-5,416,621.937429
1,762,622.419327
-1,835,624.32851
-1,721,624.798095
1,705,626.626945
-5,376,626.870878
-4,490,627.178525
-4,492,627.487242
3,598,629.296511
4,470,629.614793
-4,472,629.901841
-5,475,630.197931
-3,568,630.552018
-2,634,632.361857
-2,639,632.736066
3,579,633.049951
3,611,633.36381
-3,549,633.650052
1,693,634.011251
2,749,634.393192
5,423,634.615794
-3,558,634.904184
4,438,635.132484
3,583,635.443614
1,794,635.87014
-4,553,636.164822
2,632,636.503301
1,715,636.904221
5,401,637.10987
-5,404,637.317468
-2,661,637.656586
5,405,637.864688
-3,555,638.255086
1,770,638.829997
-1,731,639.242122
3,549,639.553058
-3,606,639.897036
2,621,640.236708
1,718,640.632679
2,690,641.006342
2,662,641.356335
1,834,641.948338
-1,740,642.369364
-3,552,642.654335
1,717,643.03337
-2,653,643.377364
2,735,643.77235
-3,548,644.061364
1,740,644.462364
-4,477,644.717364
-2,681,645.070364
1,678,645.41637
2,623,645.741334
3,542,646.021364
2,749,646.404365
-1,810,646.824365
2,728,647.204451
-1,722,647.585461
-5,407,647.79946
-1,809,648.227444
-1,724,648.618452
2,698,648.986443
-4,449,649.215461
3,601,649.525447
5,379,649.728454
-1,746,650.115449
1,750,650.501451
-5,402,650.712445
2,652,651.054442
1,820,651.48445
-2,638,651.826452
3,714,652.199461
4,502,652.46945
2,667,652.827443
3,555,653.113442
3,562,653.403449
2,764,653.79346
4,495,654.046443
4,474,654.290452
-2,649,654.623413
-4,462,654.866443
-4,516,655.136427
4,480,655.388444
1,791,655.803461
-2,658,656.151449
-1,746,656.549452
2,689,656.910443
2,699,657.269443
-1,698,657.626442
-2,648,657.960461
2,662,658.298442
3,558,658.586461
-2,714,658.954443
4,491,659.210461
2,617,659.540438
-3,607,659.860442
2,646,660.199443
-4,452,660.439416
-2,666,660.796442
-3,529,661.068447
3,547,661.347454
-4,498,661.599442
-2,689,661.954443
3,546,662.236442
-1,744,662.628442
1,798,663.046449
1,818,663.473433
1,760,663.871443
4,479,664.12945
-2,785,664.549453
2,693,664.915442
1,711,665.280415
-1,729,665.704298
-1,842,666.135501
3,590,666.551206
-2,639,666.955462
-2,655,668.958804
1,805,669.464102
1,821,671.346735
2,638,671.827443
1,783,672.333236
-1,731,674.260282
-4,482,674.585923
-4,482,674.895059
-3,590,675.264757
2,715,677.476449
1,783,677.951715
-5,413,678.203178
-1,759,680.170742
2,643,680.594713
3,581,680.962873
-3,541,682.632096
-1,751,683.137659
-2,644,683.544682
4,475,683.843874
-2,691,685.659949
2,706,686.091964
-3,667,686.500719
4,482,688.158392
-1,807,688.678944
5,429,688.949511
-1,676,690.689792
-1,801,691.203765
-1,710,691.651968
-4,478,693.327692
1,722,693.78735
-3,596,694.149851
-1,729,696.032355
-3,597,696.48133
2,731,696.951028
-3,563,697.297852
-1,860,699.16989
-1,743,699.646914
-2,657,701.570719
1,770,702.045695
4,523,702.369994
-5,379,702.610128
5,445,704.338258
-1,754,704.830234
-4,491,705.12821
-3,585,706.878974
-1,686,707.337886
2,641,707.746218
-4,455,708.037873
-2,597,709.846709
-5,449,710.119609
3,561,710.468788
-2,619,710.853877
-2,663,712.686769
2,650,713.092027
-5,452,713.365901
-1,715,715.210814
1,734,715.676615
5,418,715.945418
-2,671,717.771373
1,696,718.210613
-1,728,718.659688
2,681,720.516304
2,737,720.993221
3,616,721.368389
2,614,723.181105
-3,535,723.537629
-2,646,723.947292
-2,836,725.92022
1,793,726.447811
1,873,726.987197
4,475,728.686862
-2,692,729.130556
4,481,729.426456
1,814,731.304632
-4,539,731.677592
-2,611,732.066706
1,781,733.925231
2,687,734.397264
1,704,734.834469
-4,484,735.14085
-1,724,737.019731
1,680,737.452243
-1,750,737.907455
-1,715,739.754006
-1,819,740.281137
2,649,742.050828
3,585,742.437583
-5,504,742.748843
-3,562,743.10768
-5,463,744.823822
4,528,745.212853
-2,638,745.606723
3,556,745.944795
-1,731,747.812692
-3,550,748.187007
4,482,748.511173
-4,474,750.28705
4,483,750.646086
2,644,751.050921
-2,627,751.444793
2,692,753.313665
-2,659,753.718735
3,555,754.061609
3,571,755.862127
-4,720,756.34483
-1,795,756.858238
-4,528,758.623198
2,727,759.08699
-1,717,759.533375
-2,639,761.367162
3,612,761.760821
1,717,762.198153
-4,491,762.502874
5,456,764.261739
1,739,764.736816
2,682,765.153913
-5,399,766.829986
3,639,767.248778
-4,489,767.553903
4,491,767.868293
2,664,769.670782
-1,744,770.127825
2,609,770.500883
3,539,772.319063
4,553,772.682476
-1,730,773.147153
-4,499,773.453901
3,554,775.219768
-3,643,775.62068
4,492,775.930763
-2,630,777.73796
1,754,778.208512
4,479,778.501921
3,588,780.297303
4,460,780.642914
2,671,781.067463
-3,579,781.417618
-4,615,783.168268
-2,642,783.618994
-3,535,783.960962
2,664,785.746463
-4,474,786.063629
-3,565,786.409807
-2,618,786.787466
1,727,788.668445
3,556,789.018622
-1,745,789.476375
-1,758,791.390878
4,499,791.703064
3,556,792.053069
3,606,793.803667
3,624,794.224543
1,825,794.736383
1,718,796.641511
2,804,797.152028
2,700,797.591029
2,691,799.830707
-1,763,800.24122
-3,582,800.559161
-3,630,800.898934
-1,728,801.287441
3,569,801.579446
4,477,801.821581
-3,597,802.131882
-1,759,802.529984
4,502,802.792055
-3,584,803.096799
-2,703,803.46502
-2,708,803.84311
1,759,804.252316
-2,684,804.619735
3,566,804.919725
-5,407,805.129278
-1,704,805.487413
3,667,805.82838
4,525,806.1009
-1,743,806.486782
3,743,806.880506
4,445,807.111821
3,565,807.409907
-4,516,807.680767
4,605,808.007958
4,585,808.317977
1,716,808.707128
-5,439,808.942031
2,687,809.294868
-3,546,809.575128
1,777,809.973392
-1,736,810.358411
1,758,810.754393
5,399,810.963401
2,665,811.316403
2,762,811.720401
4,616,812.052402
2,699,812.431394
-2,610,812.759395
3,625,813.087396
2,781,813.495407
3,564,813.785404
2,614,814.100401
1,784,814.507396
2,723,814.886409
-4,498,815.150402
-1,846,815.600394
4,466,815.848403
-4,485,816.109821
4,497,816.379848
-1,771,816.795856
3,537,817.077079
3,588,817.383082
5,398,817.587074
4,531,817.863086
3,589,818.166085
2,648,818.50606
-1,718,818.883072
-1,791,819.305077
1,728,819.695085
5,413,819.915073
-2,696,820.287133
-4,507,820.564128
1,712,820.946076
-4,488,821.197076
-1,754,821.586067
4,583,821.887068
-3,588,822.194077
-2,716,822.566077
3,581,822.872048
-4,557,823.167076
-5,417,823.394077
-1,724,823.778068
-3,597,824.099077
-2,702,824.477068
-3,554,824.782075
3,521,825.050075
2,686,825.406044
-4,552,825.696077
-2,738,826.080068
-2,626,826.408041
2,629,826.736081
1,726,827.117077
-3,591,827.432068
4,493,827.697076
4,518,827.97407
-1,703,828.354068
-3,619,828.693085
3,604,829.011067
-2,779,829.414083
-3,540,829.697072
1,859,830.143077
4,469,830.384069
2,657,830.728068
-2,722,831.109068
-2,686,831.471075
-1,720,831.855067
-1,755,832.261044
2,672,832.622045
2,632,833.064078
3,540,833.397077
-1,736,835.399503
4,514,835.745811
-4,520,836.070755
1,746,836.550665
1,689,838.47997
-2,600,838.859863
1,742,839.320897
3,585,841.120852
-2,714,841.564704
-2,645,841.956394
-3,521,843.714238
-5,446,844.000683
-3,583,844.374654
-1,766,846.294354
3,554,846.679569
2,711,847.12495
-1,780,849.049268
-1,762,849.551886
-1,760,850.014744
2,678,851.847793
2,623,852.253917
-3,547,852.612042
2,657,853.023339
-3,574,854.725359
-2,673,855.145121
-1,767,855.624369
2,633,857.499817
-2,783,857.975351
-3,574,858.331319
3,635,860.232678
1,732,860.709152
-1,745,861.175359
3,562,862.879407
1,714,863.332201
4,482,863.635614
2,631,865.417356
3,611,865.792774
2,688,866.208789
3,554,867.912424
-2,713,868.398875
1,731,868.868642
4,486,869.164514
-1,726,871.004226
5,431,871.27071
1,756,871.743888
-2,662,873.559565
-1,725,874.001082
-1,754,874.459701
1,716,876.380268
3,559,876.797625
-2,681,877.216396
-3,576,878.995997
-1,758,879.474196
-3,571,879.83117
2,677,881.667553
-4,465,881.952876
2,697,882.385292
3,562,884.120446
2,601,884.532154
-3,564,884.894988
-1,757,885.354117
-1,854,887.249005
4,461,887.541868
1,731,888.003827
-1,825,889.899119
-2,673,890.309629
-3,576,890.663919
-4,494,892.398452
4,486,892.714904
4,507,893.030444
1,703,894.923873
1,799,895.456883
1,705,895.902161
-2,654,897.707217
4,480,898.010724
-1,699,898.437273
1,729,900.350649
2,683,900.827
3,533,901.150681
-2,646,901.544839
3,635,903.423618
1,708,903.877533
1,794,904.389866
-3,658,906.237182
-1,808,906.739929
-2,638,907.13773
1,773,909.112675
-4,507,909.420713
-4,563,909.763701
1,776,911.700833
4,533,912.043926
2,659,912.463902
-3,606,914.233312
1,749,914.700114
-4,654,915.109832
-1,744,917.135306
-4,475,917.450218
-2,659,917.850648
3,649,919.695591
-1,717,920.218854
2,747,920.70304
3,581,922.554615
1,723,923.017769
-1,708,923.459829
2,651,925.268074
1,788,925.768576
1,727,926.214526
2,601,928.011117
-3,573,928.384376
-1,769,928.879466
2,635,930.657361
2,683,931.0872
3,607,931.466919
-4,481,931.767861
4,483,933.543129
3,583,933.897812
-2,701,934.326375
-5,375,934.553047
-4,457,936.301962
1,735,936.780329
-1,747,937.242278
-1,724,939.202008
3,538,939.576608
2,702,940.063052
2,608,941.859553
-2,710,942.296061
4,483,942.597247
3,577,944.402927
3,580,944.830869
3,554,945.167486
-1,774,945.637561
1,713,947.530558
3,613,947.926682
4,466,948.220337
-3,563,950.00957
-3,574,950.360733
-5,446,950.633285
3,548,950.976563
-2,795,952.926041
4,484,953.220652
-3,561,953.559971
-4,473,955.163206
-1,771,955.663778
3,564,956.016002
3,589,956.39306
4,484,958.057833
-3,547,958.393791
2,802,958.886714
-1,745,960.828278
-1,722,961.268856
2,640,961.66185
1,797,963.594255
-3,603,963.975641
2,646,964.387017
-3,555,964.776002
-4,529,965.05408
-1,736,965.42623
-3,593,965.728298
1,714,966.094859
-4,488,966.346932
3,580,966.648696
3,546,966.956301
2,636,967.294718
-4,497,967.557897
3,547,967.849363
-5,405,968.069726
1,729,968.465721
1,783,968.896898
-2,708,969.254983
1,734,969.633269
-1,693,969.987552
-2,806,970.402898
-2,629,970.734371
