#{"t_start": 1657662919.6905906, "env_id": null}
r,l,t
-1,902,804.490998
4,481,804.751033
2,787,805.157484
-4,542,805.435086
-1,900,805.903645
4,503,806.163343
4,510,806.428966
1,790,806.842773
-1,787,807.268473
4,445,807.505469
3,590,807.821166
2,703,808.203494
-3,702,808.588317
2,684,808.953755
4,491,809.205709
3,638,809.535309
-2,670,809.884356
-2,604,810.199319
-2,758,810.586319
1,744,810.962325
3,626,811.286319
-2,641,811.615335
-1,820,812.044319
-3,616,812.374445
-1,784,812.800436
-3,616,813.120435
1,773,813.521407
2,717,813.886409
-5,482,814.134409
-2,651,814.473408
4,519,814.741407
-5,456,814.977407
4,510,815.250641
-3,567,815.557656
3,653,815.910649
-2,680,816.275645
1,698,816.655648
4,627,816.985707
1,757,817.378674
4,525,817.650678
1,801,818.06372
-4,507,818.334723
-1,797,818.755684
-1,824,819.20016
-3,596,819.51316
1,726,819.89516
3,612,820.216161
4,461,820.46616
4,545,820.75316
-2,653,821.085161
3,549,821.366161
-1,700,821.72116
1,743,822.112274
-1,857,822.555236
1,755,822.948236
2,655,823.292285
4,464,823.535236
-2,760,823.935236
1,742,824.325236
2,753,824.732236
-3,631,825.055236
-3,661,825.394239
1,753,825.782236
5,429,826.002236
-5,480,826.249265
1,759,826.647242
-2,679,827.000239
3,650,827.337236
-1,814,827.757236
3,675,828.110236
1,778,828.657103
-1,840,829.189118
-3,533,831.056238
-4,467,831.357929
4,494,831.676344
3,590,832.04665
-2,664,833.764693
2,629,834.149043
3,763,834.648876
3,578,836.343305
-2,650,836.755727
5,470,837.036585
-1,814,838.819808
-1,710,839.261398
-3,588,839.634124
5,415,841.28847
-1,784,841.798645
-4,634,842.180627
-2,686,843.942137
-1,839,844.50431
-3,669,844.933369
2,695,846.777482
-4,578,847.145139
1,832,847.670842
5,396,847.921087
1,752,849.771336
3,589,850.127135
1,977,852.039138
-2,717,852.494277
4,564,852.850273
-5,416,853.10226
-4,596,854.794561
4,596,855.16823
5,496,855.478839
-4,569,857.190648
1,792,857.690751
1,773,858.165547
4,593,859.887589
-2,686,860.33217
4,449,860.624998
3,651,861.035665
-4,512,862.750737
3,555,863.091066
2,685,863.524446
3,696,865.330326
-2,715,865.766469
-2,690,866.188299
-4,518,867.841625
-3,550,868.193997
-4,581,868.56816
-2,689,870.263387
4,486,870.591593
-1,825,871.099026
1,774,872.924718
-1,812,873.451303
4,560,873.797916
-3,679,875.590656
1,827,876.151555
-1,879,876.727974
-2,634,878.451459
-3,575,878.811046
-3,586,879.220236
1,829,881.19036
-2,757,881.658195
1,744,882.2947
1,732,884.343234
4,493,884.661511
2,722,885.110725
-2,676,886.827433
1,838,887.346369
-4,498,887.653853
1,968,889.648074
1,902,890.199318
-2,703,891.958729
-4,491,892.296001
1,712,892.763493
-3,566,893.173971
-2,685,894.918808
2,832,895.444773
4,474,895.75695
-2,733,897.607878
1,887,898.154636
1,743,899.89527
3,741,900.391706
2,680,900.826299
-2,722,902.600502
3,654,903.017083
4,480,903.319809
1,874,905.251533
1,708,905.700063
4,515,906.005846
3,559,906.352868
-1,801,908.197234
5,402,908.462707
3,657,908.88324
-2,627,910.565719
1,864,911.109843
1,736,911.570394
3,689,913.351091
5,424,913.606225
-4,579,913.961898
2,684,915.720522
-4,544,916.081521
3,619,916.478972
1,847,918.317547
4,479,918.622801
1,746,919.083365
3,635,919.476348
5,379,921.181956
-2,634,921.569062
-1,855,922.122615
2,702,923.966372
-2,635,924.373871
-4,492,924.696852
-2,732,926.468831
-1,872,927.008732
2,724,927.464005
4,473,929.091013
2,687,929.512409
