#{"t_start": 1656969776.268565, "env_id": "SlimeVolley-v0"}
r,l,t
-5,1043,390.31141
-5,672,390.595761
-4,1164,391.083303
-5,724,391.380163
-5,1278,391.911413
-5,829,392.258164
-5,787,392.601914
-5,809,392.930039
-4,1034,393.370617
-5,1140,393.839373
-4,893,394.214366
-5,635,394.479993
-4,675,394.764296
-5,1504,395.389285
-5,905,395.764281
-5,746,396.079872
-5,787,396.407996
-5,1029,396.845511
-5,506,397.04862
-5,619,397.314245
-5,1207,397.817321
-5,1031,398.254826
-5,853,398.629821
-5,1290,399.164037
-5,1051,399.601537
-4,682,399.882787
-5,859,400.245288
-5,451,400.432787
-5,1041,400.870286
-4,1337,401.435736
-5,990,401.845046
-5,808,402.188797
-5,790,402.516922
-5,1003,402.9419
-5,534,403.160649
-4,1238,403.676275
-4,665,403.957539
-5,998,404.366868
-4,1058,404.898118
-5,942,405.288743
-5,1051,405.745073
-5,901,406.123407
-5,933,406.514027
-5,1150,407.001478
-5,577,407.235838
-5,540,407.470228
-5,998,407.892088
-5,1045,408.335991
-5,974,408.742246
-5,833,409.08599
-5,892,409.476618
-4,697,409.760962
-5,857,410.120337
-4,695,410.417213
-5,655,410.698462
-5,1167,411.185927
-5,1008,411.607802
-5,706,411.904677
-4,976,412.314009
-5,719,412.62651
-5,1391,413.204635
-5,1070,413.657759
-4,1195,414.17645
-5,773,414.504572
-5,920,414.879573
-5,1043,415.320165
-5,856,415.67954
-5,959,416.08579
-5,783,416.417408
-4,1097,416.889194
-5,845,417.248569
-5,1171,417.736076
-5,1026,418.176849
-5,839,418.520599
-5,1097,418.989348
-5,829,419.336121
-5,597,419.586118
-5,740,419.898617
-5,746,420.211118
-5,728,420.52362
-5,1322,421.089199
-5,576,421.326826
-5,819,421.670562
-5,818,422.017804
-5,801,422.361553
-5,1028,422.887085
-5,794,424.372555
-5,795,424.906797
-5,1001,426.53475
-5,618,426.847251
-5,984,428.307841
-5,1051,428.873559
-5,793,429.279809
-3,1599,431.063911
-5,1161,432.663471
-5,1300,433.32271
-5,890,434.763053
-5,604,435.075553
-4,755,436.409719
-5,751,436.815948
-5,1169,437.397063
-5,1356,439.106195
-3,1280,440.734058
-5,1071,441.283974
-5,1059,442.802425
-5,973,443.302425
-5,1281,444.935259
-5,1362,446.613354
-5,1031,447.160262
-5,1058,448.675856
-4,1715,449.566508
-2,1608,451.36649
-5,1355,453.05399
-4,951,453.522755
-5,1212,455.132117
-5,753,455.522743
-5,1400,457.228806
-4,1315,458.98159
-4,1337,459.669132
-4,1855,461.628338
-4,896,463.065808
-5,909,463.534588
-5,1080,465.053173
-5,966,465.553202
-5,932,466.021951
-5,1069,467.553201
-5,849,467.990701
-5,1766,469.899982
-5,1282,471.540607
-5,1196,473.134329
-2,1539,473.946858
-5,1477,475.715399
-5,1275,477.343231
-4,1370,478.049554
-5,1653,479.883638
-4,1693,481.745811
-4,1092,482.310271
-5,2000,484.328725
-5,1577,486.115657
-5,770,487.478138
-5,1028,488.012237
-5,1725,489.877443
-5,1828,491.786798
-5,1841,493.711493
-4,1991,495.698917
-5,2081,497.801834
-5,1874,499.7429
-5,1265,500.39915
-4,3000,503.899147
-5,1654,504.746099
-4,1113,506.371101
-5,2899,508.824225
-2,3000,512.346209
-4,1870,514.268085
-5,1169,514.86387
-4,2175,516.941996
-5,1565,518.743529
-5,2206,520.840362
-5,1757,523.110963
-5,1710,523.829713
-5,2092,524.723482
-4,1439,525.317233
-5,1724,526.053633
-5,2345,527.038008
-5,2002,527.88499
-5,1745,528.621329
-4,2561,529.702476
-4,1837,530.47125
-5,1661,531.174374
-4,1701,531.896331
-5,2475,532.946387
-5,1425,533.540138
-5,1200,534.042158
-5,1586,534.717055
-5,2132,535.626428
-5,1471,536.235804
-5,1536,536.895233
-5,1632,537.582733
-5,2215,538.523437
-3,3000,539.779885
-5,1450,540.404885
-5,1779,541.157963
-4,3000,542.42668
-5,1673,543.129819
-5,2692,544.273505
-5,1786,545.045424
-4,1793,545.795429
-4,2120,546.689199
-5,1769,547.439199
-5,2393,548.459131
-5,648,548.740114
-5,2743,549.886653
-4,1637,550.577092
-5,1306,551.123967
-3,3000,552.376949
-5,1257,552.9082
-5,1141,553.380112
-5,1395,553.973863
-5,1475,554.586387
-5,1364,555.166611
-5,2057,556.029144
-4,1796,556.779144
-3,3000,558.03223
-5,2749,559.190495
-4,2764,560.349963
-4,2936,561.571822
-5,1574,562.243697
-4,1488,562.856252
-5,830,563.200001
-3,1603,563.8719
-4,2129,564.782152
-5,1454,565.393543
-5,953,565.799795
-5,1451,566.409168
-3,1833,567.177947
-5,2278,568.149932
-4,3000,569.417601
-5,1480,570.047145
-5,2507,571.112835
-4,1249,571.628459
-2,3000,572.897201
-3,3000,574.164847
-5,1298,574.711737
-3,3000,575.996119
-4,2201,576.91995
-4,2546,578.00127
-5,1378,578.579394
-4,1723,579.315837
-5,1474,579.928444
-5,2360,580.9316
-5,1126,581.415975
-5,1667,582.106697
-4,1168,582.606697
-5,1107,583.078614
-5,1945,583.906748
-5,1344,584.472437
-5,1264,585.006654
-5,2007,585.853449
-5,1513,586.494075
-5,1376,587.072199
-5,1434,587.68462
-5,2747,588.843874
-5,1124,589.312625
-5,1533,589.956423
-4,2650,591.081424
-5,1588,591.7564
-4,2174,592.665709
-5,1707,593.40007
-5,1616,594.075016
-5,1564,594.731266
-5,1794,595.503357
-5,1282,596.050247
-5,2468,597.08463
-5,2367,598.08781
-5,1249,598.619062
-5,1138,599.103435
-5,2065,599.969106
-5,2339,600.955511
-3,3000,605.332696
-5,2414,607.737253
-4,2603,611.05874
-3,3000,613.674099
-2,3000,617.434662
-5,1336,618.122191
-4,3000,621.682117
-3,1700,623.588362
-4,1037,624.123116
-2,3000,627.615841
-2,2705,629.99087
-5,1708,631.850243
-4,2194,633.943995
-5,1741,635.818968
1,3000,638.363521
-4,3000,641.900826
-2,3000,644.435256
-3,3000,647.931435
-5,1518,648.728329
-5,1618,650.544055
-5,2750,652.937783
-5,2263,655.11695
-5,1875,657.138647
-5,1522,658.984307
-3,3000,662.502914
-1,3000,665.018573
-2,3000,668.477865
-4,2150,670.558982
-3,3000,673.158958
-3,3000,676.649523
-5,2441,678.921633
-4,3000,681.440277
-5,1976,683.4559
-5,2921,686.943563
-4,2946,689.446463
-2,3000,692.065608
1,3000,695.568446
-1,3000,698.087256
-4,3000,701.621612
-5,2273,704.371612
-3,3000,705.642246
-4,3000,706.910573
0,3000,708.178244
-4,2771,709.353263
-2,3000,710.606228
-5,1718,711.331094
-1,3000,712.581094
-5,2713,713.724741
-5,1727,714.446553
-5,1639,715.134054
-2,3000,716.390066
-5,2306,717.361803
-4,2227,718.286646
-5,2294,719.30026
-5,2646,720.459503
-5,2873,721.712439
-3,3000,723.027938
-5,1942,723.859113
-4,3000,725.112113
-4,2926,726.334004
-4,2533,727.39859
-5,1358,727.979901
-4,1667,728.667402
-4,1821,729.435049
-3,3000,730.688216
-4,3000,731.958857
-5,2148,732.865118
-3,3000,734.117088
-4,3000,735.385893
-5,1430,735.982749
1,3000,737.23275
-5,1533,737.876499
1,3000,739.144159
-5,1827,739.912288
-5,1166,740.398665
-5,2582,741.482965
-5,1899,742.279837
-5,2219,743.219346
-4,2541,744.283853
-1,3000,745.537077
-4,2335,746.540006
-4,2367,747.527471
-2,3000,748.796098
-3,2947,750.01796
-3,3000,751.285617
-5,2253,752.223117
-5,2256,753.316363
-5,1263,753.866236
-3,3000,755.134954
-4,3000,756.391025
-4,2088,757.266025
-4,1770,758.003443
-5,2995,759.256547
-5,2076,760.131547
-5,1794,760.887593
-5,1580,761.543842
-5,2945,762.781312
-5,2349,763.7688
-5,1522,764.409411
-3,2230,765.35002
-5,1024,765.771895
-1,3000,767.040609
-5,1420,767.63369
-5,2910,769.043226
-5,1870,769.874732
-5,2057,770.75638
-5,1453,771.459539
-5,2366,772.615805
-4,1563,773.371712
-4,2816,774.677956
-3,3000,775.996069
-4,1288,776.542943
-5,1825,777.311603
-5,2078,778.212011
-1,3000,779.488152
-5,1293,780.038019
-5,2966,781.291384
-5,1575,781.947648
-5,2100,782.841436
-1,3000,784.125822
-5,1725,784.86022
-5,1752,785.596607
-4,2703,786.743648
-5,1669,787.462399
-5,2814,788.653002
-5,1546,789.296618
-3,3000,790.549579
-5,1641,791.258565
-5,1797,792.026367
-5,1591,792.682617
-5,2045,793.545105
-5,2566,794.62633
-5,1767,795.360705
-5,2291,796.332617
-5,2142,797.223243
-5,1994,798.054395
-2,3000,799.323082
-5,2844,800.513673
-3,2990,801.769763
-3,3000,806.112889
-2,3000,809.656589
-2,3000,812.190862
-5,2098,814.256586
-5,2201,816.3694
-4,3000,819.890982
-1,3000,822.428023
-5,843,822.849898
-5,2930,826.327645
-4,3000,828.861844
-3,3000,832.480561
-1,3000,834.996186
-3,3000,838.517835
-5,1959,840.489417
-4,2118,842.555061
-5,1874,844.523782
-4,3000,847.089168
-3,3000,850.677733
-5,1708,851.554824
1,3000,855.073303
-3,3000,857.591787
-3,2698,860.986098
-5,2844,863.456854
-4,1177,865.050574
-1,3000,867.600522
-3,3000,871.107719
-3,2316,873.344995
-1,3000,875.848077
-1,3000,879.319804
-3,3000,881.838475
-4,2916,885.260322
-3,3000,887.781973
-4,3000,890.300432
-3,3000,893.834766
-5,2158,895.928514
-5,1565,897.715996
-4,2698,900.075355
-5,1200,903.062746
-5,978,903.468997
-5,570,903.70652
-4,648,903.987808
-5,1676,904.706561
-5,804,905.050307
-5,713,905.350465
-5,723,905.647324
-5,684,905.944199
-4,826,906.291187
-5,791,906.622335
-5,1686,907.341088
-5,1591,908.016041
-5,1527,908.664625
