#{"t_start": 1657122720.3781674, "env_id": "SlimeVolley-v0"}
r,l,t
1.26,626,336.579327
-0.56,444,337.089329
1.1,610,337.749328
-0.21,479,338.230329
3.76,676,338.939328
0.57,557,339.560319
1.01,601,340.211368
2.08,708,340.962319
0.65,565,341.564316
1.03,603,342.241553
1.59,659,343.068175
3.98,798,343.916147
0.39,539,344.502151
-0.52,448,345.07915
2.56,756,345.919204
-0.86,414,346.361204
3.86,786,347.245203
2.39,639,347.946206
0.77,577,348.555203
0.27,527,349.127202
-0.36,464,349.677232
-0.48,452,350.230203
1.67,667,350.928205
2.98,798,351.787203
-0.35,465,352.301202
2.32,732,353.149232
3.24,824,354.078202
0.61,561,354.685244
1.05,605,355.391523
-0.49,451,355.909789
-0.16,484,356.436791
1.99,699,357.142819
1.93,693,357.855793
3.86,886,358.844852
3.38,838,359.81085
1.0,600,360.481361
1.94,694,361.233421
0.55,555,361.882402
2.17,617,362.550413
-0.23,477,363.120438
1.3,630,363.788402
-0.04,496,364.452404
5.01,901,365.417407
0.55,555,366.008404
-0.57,443,366.470402
0.35,535,367.083405
1.13,613,367.74602
-0.61,439,368.29505
0.56,556,368.85102
1.72,672,369.607027
3.49,849,370.503017
1.64,664,371.216045
3.55,855,372.201044
-0.35,465,372.725044
0.79,579,373.330051
0.69,569,373.911076
1.11,611,374.571048
0.63,563,375.172046
1.35,635,375.87305
-0.79,421,376.33809
1.67,667,377.054048
3.08,708,377.83405
1.35,635,378.543566
-0.22,478,379.085599
-0.98,402,379.497565
3.62,762,380.346624
-0.26,474,380.855156
1.48,548,381.450155
1.85,585,382.020155
-0.65,435,382.541181
0.28,528,383.074154
2.96,796,383.927154
0.44,544,384.550154
1.51,651,385.329161
-0.6,440,385.782107
0.13,513,386.372062
-0.43,457,386.910612
0.44,544,387.539128
0.65,565,388.134131
-0.8,420,388.582157
1.81,681,389.316158
0.83,583,389.962133
5.24,924,390.977157
4.7,870,391.902154
-0.88,412,392.317129
2.92,792,393.174126
0.33,533,393.709126
1.22,622,394.356129
3.27,827,395.231128
1.0,600,395.893649
-0.2,480,396.428662
2.35,635,397.124651
1.1,610,397.79068
2.68,768,398.645651
-0.11,489,399.195651
0.34,534,399.750915
2.18,618,400.384912
2.82,782,401.285915
0.82,582,401.938083
3.2,820,402.8346
1.12,612,403.555594
-0.09,491,404.125595
1.36,636,404.83349
1.75,675,405.574233
-0.08,492,406.081267
1.07,607,406.850235
1.12,512,407.480743
2.09,709,408.185743
-0.13,487,408.703744
-0.48,452,409.240742
0.55,555,409.888744
-0.36,464,410.359723
0.28,528,410.919753
5.07,907,411.937725
1.08,608,412.625724
1.81,681,413.360737
0.81,581,413.961735
-0.18,482,414.543778
-0.26,474,415.088817
1.83,683,415.812822
1.47,647,416.493817
0.5,550,417.118818
5.06,906,418.088835
0.95,595,418.681836
1.71,671,419.389834
2.22,722,420.197834
0.01,501,420.735837
2.17,717,421.489841
