#{"t_start": 1654887123.7000287, "env_id": "SlimeVolley-v0"}
r,l,t
-5,1056,707.841221
-5,697,708.629257
-5,496,709.193298
-5,534,709.855442
-5,463,710.360488
-5,594,711.00894
-5,588,711.654714
-5,477,712.25532
-5,657,712.932234
-5,703,713.657614
-5,702,714.532197
-5,990,715.594876
-5,629,716.231628
-5,779,717.035465
-5,617,717.756197
-5,728,718.514076
-5,703,719.235685
-5,617,719.85184
-5,661,720.630104
-5,585,721.325479
-5,501,721.816936
-5,724,722.577453
-5,406,723.028251
-5,606,723.795181
-5,473,724.282763
-5,730,725.041304
-5,577,725.705829
-5,627,726.44004
-5,800,727.2946
-5,544,727.874395
-5,709,728.683747
-5,512,729.297638
-5,491,729.789376
-5,541,730.374047
-5,454,730.83348
-5,617,731.637702
-5,587,732.262544
-5,748,733.033005
-5,612,733.78189
-5,590,734.409516
-5,711,735.13588
-5,733,735.894141
-5,515,736.470699
-5,586,737.170171
-5,521,737.676021
-4,569,738.272284
-5,678,739.036924
-5,619,739.788466
-5,578,740.384443
-4,747,741.182178
-5,744,742.134853
-5,525,742.652269
-4,724,743.37745
-5,864,744.304729
-4,662,745.190874
-5,763,745.963221
-5,568,746.585923
-4,646,747.232167
-5,587,747.87307
-5,731,748.784068
-5,615,749.41867
-5,490,749.9334
-5,517,750.484118
-5,571,751.238193
-5,602,751.839762
-5,518,752.382743
-5,745,753.19153
-5,528,753.872615
-5,556,754.450614
-5,560,755.038614
-5,527,755.609616
-4,595,756.397634
-5,727,757.139765
-5,688,757.844765
-5,720,758.740774
-5,666,759.455763
-5,530,760.016767
-5,592,760.628766
-5,549,761.179966
-5,601,761.939173
-5,390,762.349175
-5,663,763.015351
-4,850,764.01735
-5,587,764.61835
-5,542,765.170351
-5,581,765.78335
-5,857,766.815349
-5,748,767.579349
-5,593,768.137348
-5,596,768.771348
-5,553,769.417568
-5,702,770.24876
-5,542,770.844761
-5,630,771.478966
-5,737,772.342176
-5,801,773.232113
-5,742,774.01211
-5,743,774.799114
-4,556,775.455112
-5,718,776.237319
-5,579,776.83832
-5,486,777.353321
-5,383,777.722319
-5,679,778.56532
-5,756,779.36232
-4,705,780.078321
-5,685,780.943523
-5,680,781.663729
-5,719,782.433932
-5,537,782.987051
-5,485,783.479278
-5,543,784.279277
-5,779,785.099277
-5,532,785.675277
-5,618,786.394281
-5,559,787.079279
-5,451,787.564278
-5,585,788.220416
-4,590,788.884417
-5,821,789.827659
-5,693,790.515661
-5,576,791.108661
-5,551,791.637662
-5,765,792.570857
-4,602,793.192209
-5,632,793.843212
-5,646,794.544211
-5,725,795.369472
-5,730,796.095878
-5,491,796.608879
-5,615,797.321886
-5,490,797.944074
-5,1200,799.235074
-5,561,799.861074
-5,670,800.650075
-4,967,801.746475
-5,1027,802.80721
-5,647,803.477606
-5,423,803.899838
-5,418,804.487838
-5,611,805.100837
-5,582,805.691839
-5,636,806.358039
-5,730,807.180442
-5,603,807.790441
-5,583,808.423441
-5,449,808.874443
-5,797,809.832442
-4,670,810.682441
