x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball,x_opponent,y_opponent,xdot_opponent,ydot_opponent
2.01667,0.43740,0.00000,0.56600,-1.91150,0.97120,-1.26880,-1.85813,2.06667,0.45300,0.00000,0.46800
2.07500,0.45300,1.75000,0.46800,-1.95231,0.90827,-1.22441,-1.88768,2.06667,0.46533,0.00000,0.37000
2.01667,0.46533,-1.75000,0.37000,-1.99168,0.84444,-1.18093,-1.91518,2.06667,0.47440,0.00000,0.27200
1.95833,0.47440,-1.75000,0.27200,-2.02962,0.77974,-1.13844,-1.94074,2.06667,0.48020,0.00000,0.17400
1.95833,0.48020,0.00000,0.17400,-2.06619,0.71426,-1.09697,-1.96447,2.06667,0.48273,0.00000,0.07600
1.95833,0.48273,0.00000,0.07600,-2.10960,0.68720,-1.75554,1.35411,2.06667,0.48200,0.00000,-0.02200
1.90000,0.48200,-1.75000,-0.02200,-2.16812,0.72907,-1.75554,1.25611,2.06667,0.47800,0.00000,-0.12000
1.90000,0.47800,0.00000,-0.12000,-2.22664,0.76767,-1.75554,1.15811,2.12500,0.47073,1.75000,-0.21800
1.84167,0.47073,-1.75000,-0.21800,-2.28516,0.80301,-1.75554,1.06011,2.18333,0.46020,1.75000,-0.31600
1.84167,0.46020,0.00000,-0.31600,-2.34367,0.83508,-1.75554,0.96211,2.24167,0.44640,1.75000,-0.41400
1.84167,0.44640,0.00000,-0.41400,-2.34967,0.86388,1.75554,0.86411,2.25000,0.42933,0.00000,-0.51200
1.90000,0.42933,1.75000,-0.51200,-2.29115,0.88942,1.75554,0.76611,2.25000,0.40900,0.00000,-0.61000
1.84167,0.40900,-1.75000,-0.61000,-2.23263,0.91169,1.75554,0.66811,2.19167,0.38540,-1.75000,-0.70800
1.90000,0.38540,1.75000,-0.70800,-2.17411,0.93069,1.75554,0.57011,2.13333,0.35853,-1.75000,-0.80600
1.95833,0.35853,1.75000,-0.80600,-2.11560,0.94643,1.75554,0.47211,2.07500,0.32840,-1.75000,-0.90400
1.95833,0.32840,0.00000,-0.90400,-2.05708,0.95890,1.75554,0.37411,2.01667,0.29500,-1.75000,-1.00200
1.95833,0.29500,0.00000,-1.00200,-1.99856,0.96810,1.75554,0.27611,1.95833,0.25833,-1.75000,-1.10000
