#{"t_start": 1658063674.9395127, "env_id": null}
r,l,t
3,650,577.16945
-4,492,577.673458
3,588,578.332451
3,587,578.97445
3,553,579.551451
-1,745,580.38445
2,628,581.052451
-2,669,581.800453
-5,392,582.220851
-3,600,582.945602
5,416,583.403603
3,654,584.081129
4,533,584.654126
-1,801,585.558124
3,558,586.158126
4,482,586.733125
-1,794,587.623125
-4,519,588.200124
2,704,588.908124
-2,686,589.657127
-5,399,590.050653
-1,787,590.964288
-1,849,591.861286
2,669,592.597286
-2,624,593.260808
-2,725,594.10781
-4,541,594.668808
3,568,595.250808
-2,647,595.873883
-4,557,596.51089
-1,749,597.423883
1,724,598.193002
1,757,599.015004
1,774,599.814637
4,455,600.266286
-2,670,600.959294
-2,776,601.762288
-1,750,602.607449
1,690,603.267454
1,779,604.047278
-4,537,604.60228
-2,685,605.405284
3,559,605.98028
3,548,606.526277
3,575,607.072355
-1,728,607.879352
-3,635,608.554865
2,650,609.252566
5,404,609.642586
4,548,610.266615
-1,877,611.172613
1,850,612.085615
-1,721,612.935619
-4,451,613.423614
3,587,614.017613
-1,797,614.848725
3,571,615.420723
-1,772,616.303408
-3,581,616.91941
-3,569,617.54041
1,735,618.304849
2,718,619.143837
-1,772,619.944839
-2,773,620.73384
-1,727,621.574911
-3,650,622.378911
4,505,622.943701
1,721,623.757703
1,707,624.549702
-2,654,625.348222
-2,684,626.050218
-4,503,626.583221
-3,607,627.235242
1,801,628.1328
-2,617,628.82533
-1,721,629.563391
1,694,630.286991
3,704,631.171992
3,716,631.913997
-2,686,632.643994
1,773,633.493516
3,545,634.177081
1,774,634.953081
3,532,635.478081
2,684,636.197973
2,735,637.034495
5,410,637.465493
-3,621,638.136531
-5,401,638.576581
-3,598,639.24558
1,741,640.035171
3,545,640.609183
1,783,641.626183
-5,441,642.171187
-3,592,642.793186
4,477,643.297184
3,548,643.857184
-3,719,644.582276
-2,716,645.460357
-1,800,646.338343
-4,507,646.642341
2,694,646.890344
1,848,647.109343
2,672,647.274392
1,757,647.450258
1,830,647.653268
2,740,647.829242
-4,533,647.953266
4,605,648.108232
